0,1,event
535,72,60
535,292,55
535,174,10
535,287,56
535,84,56
535,565,55
535,332,10
535,31,55
535,233,60
535,399,60
535,123,56
535,266,56
535,388,10
535,430,10
535,563,56
535,23,56
535,288,37
260,535,55
462,535,10
149,535,56
439,535,56
271,535,10
116,535,56
191,535,56
21,535,10
68,535,55
97,535,56
110,535,10
404,535,56
169,535,55
157,535,56
479,535,10
100,535,56
154,535,60
93,535,10
144,535,10
397,535,10
96,535,56
482,535,55
395,535,55
442,535,10
57,535,55
163,535,10
181,535,60
400,535,10
487,49,56
253,49,10
219,49,10
567,49,10
177,49,10
383,49,56
199,49,10
356,49,10
264,49,10
75,49,10
375,49,10
166,49,10
314,49,10
492,49,56
56,49,10
72,49,10
321,49,10
491,49,10
386,49,10
131,49,10
83,49,10
67,49,10
343,49,10
292,49,55
159,49,10
174,49,10
368,49,10
258,49,10
502,49,10
228,49,10
413,49,10
287,49,10
520,49,10
448,49,10
512,49,10
537,49,10
460,49,10
425,49,10
113,49,56
32,49,10
84,49,10
565,49,10
488,49,10
216,49,10
415,49,56
485,49,10
156,49,10
434,49,10
256,49,10
318,49,10
503,49,10
418,49,10
509,49,56
25,49,10
340,49,56
22,49,56
73,49,10
31,49,55
438,49,10
43,49,10
474,49,56
410,49,10
206,49,10
450,49,10
489,49,56
233,49,10
143,49,10
427,49,10
295,49,56
62,49,10
304,49,10
348,49,10
301,49,56
367,49,10
240,49,10
329,49,10
315,49,10
549,49,10
138,49,10
399,49,56
123,49,56
173,49,10
478,49,10
160,49,10
394,49,10
381,49,9
49,294,56
49,266,56
49,369,10
49,467,10
49,430,10
49,563,56
49,357,10
49,359,10
49,23,56
49,260,55
49,556,10
49,519,10
49,327,10
49,462,10
49,54,10
49,351,10
49,184,10
49,550,10
49,146,10
49,286,10
49,230,56
49,212,10
49,508,10
49,30,10
49,353,10
49,213,10
49,109,56
49,361,58
49,140,58
49,149,56
49,439,10
49,218,10
49,407,10
49,296,60
49,122,56
49,325,10
49,19,10
49,251,10
49,120,10
49,316,56
49,99,10
49,89,10
49,271,10
49,116,56
49,225,10
49,191,10
49,136,10
49,459,10
49,538,10
49,21,10
49,333,10
49,363,10
49,68,55
49,360,10
49,543,56
49,248,10
49,126,10
49,97,56
49,117,10
49,108,56
49,5,10
49,2,10
49,303,10
49,461,10
49,175,10
49,78,10
49,203,10
49,403,10
49,346,10
49,257,10
49,53,10
49,45,56
49,69,56
49,229,10
49,155,10
49,391,56
49,137,10
49,147,10
49,50,10
49,42,10
49,193,10
49,141,10
49,423,10
49,127,10
49,164,56
49,182,10
49,94,10
49,404,10
49,409,10
49,169,55
49,171,10
49,372,10
49,214,10
49,95,56
49,484,56
49,557,56
49,40,56
49,168,56
49,80,10
49,411,10
49,540,56
49,220,10
49,88,10
49,554,10
49,536,10
49,132,10
49,456,56
49,379,10
49,297,10
49,521,10
49,328,10
49,86,10
49,374,10
49,280,10
49,373,10
49,157,10
49,29,10
49,236,10
49,371,56
49,145,10
49,544,10
49,479,10
49,100,56
49,154,56
49,93,10
49,422,10
49,44,10
49,144,56
49,435,56
49,227,10
49,547,10
49,204,10
49,272,10
49,378,56
49,65,10
49,307,10
49,345,10
49,500,10
49,308,10
49,452,10
49,510,10
49,362,10
49,12,10
49,130,10
49,552,56
49,397,10
49,242,10
49,96,56
49,482,55
49,261,10
49,334,56
49,530,10
49,16,10
49,285,10
49,247,10
49,385,10
49,200,10
49,529,56
49,341,10
49,60,10
49,195,56
49,11,10
49,226,10
49,41,10
49,354,10
49,302,56
49,114,10
49,420,56
49,339,10
49,77,10
49,139,10
49,276,56
49,436,10
49,524,10
49,442,10
49,278,10
49,8,10
49,541,10
49,57,55
49,165,10
49,313,56
49,504,10
49,14,10
49,170,56
49,55,10
49,176,10
49,15,10
49,1,10
49,401,10
49,181,10
49,400,10
49,352,10
250,487,35
250,365,4
250,469,64
250,567,60
250,177,35
250,349,29
250,364,51
250,506,51
250,241,51
250,314,51
250,70,29
250,492,51
250,476,51
250,79,60
250,56,33
250,72,0
250,337,51
250,291,55
250,491,56
250,131,60
250,569,60
250,343,35
250,292,55
250,534,53
250,377,35
250,258,33
250,502,51
250,570,60
250,287,14
250,121,39
250,512,35
250,274,35
250,306,33
250,447,51
250,406,51
250,190,53
250,460,51
250,425,51
250,32,51
250,84,60
250,565,51
250,428,39
250,493,35
250,39,53
250,81,60
250,434,10
250,26,7
250,211,60
250,340,51
250,73,51
250,28,60
250,206,51
250,450,18
250,489,35
250,472,60
250,233,29
250,427,60
250,62,56
250,348,51
250,301,64
250,533,60
250,173,60
250,478,60
250,59,60
250,160,60
250,394,53
250,369,60
250,430,60
250,563,29
250,519,60
250,351,51
250,571,29
250,202,10
250,496,53
250,85,51
250,213,35
250,342,60
250,414,35
250,361,29
250,140,29
250,149,53
250,439,51
250,142,29
250,255,60
250,251,29
250,120,60
250,316,51
250,99,18
250,225,52
250,191,29
250,148,53
250,136,18
250,553,51
250,124,51
250,105,60
250,112,53
250,299,60
250,543,51
250,35,51
250,150,7
250,248,53
250,232,60
250,69,35
250,207,53
250,155,35
250,245,51
250,34,29
250,137,37
147,250,29
423,250,10
127,250,51
164,250,35
409,250,33
179,250,60
372,250,29
95,250,64
484,250,64
557,250,64
168,250,64
411,250,53
507,250,51
540,250,53
554,250,60
132,250,55
471,250,51
158,250,56
328,250,35
29,250,60
497,250,33
74,250,51
371,250,35
544,250,51
479,250,10
277,250,60
358,250,29
37,250,60
490,250,60
51,250,60
100,250,51
435,250,35
227,250,18
272,250,35
196,250,51
65,250,60
307,250,18
345,250,10
239,250,33
500,250,10
552,250,35
242,250,51
335,250,35
482,250,55
261,250,35
334,250,51
530,250,29
268,250,35
285,250,35
183,250,29
385,250,35
390,250,29
60,250,51
431,250,35
226,250,53
355,250,60
41,250,51
254,250,51
265,250,7
114,250,35
420,250,55
77,250,29
139,250,10
376,250,29
278,250,29
165,250,51
323,250,51
504,250,60
14,250,35
222,250,35
185,250,60
55,250,35
15,250,35
401,250,51
181,250,10
444,250,29
352,250,51
365,487,60
253,487,5
177,487,60
483,487,60
241,487,35
314,487,35
79,487,35
72,487,56
178,487,32
343,487,60
292,487,55
159,487,5
377,487,60
174,487,23
52,487,5
512,487,60
274,487,12
421,487,60
447,487,60
406,487,4
312,487,60
425,487,35
223,487,40
32,487,35
498,487,5
493,487,60
426,487,60
81,487,4
340,487,60
511,487,56
73,487,60
31,487,23
206,487,35
450,487,35
489,487,60
472,487,35
233,487,10
62,487,60
437,487,56
186,487,60
494,487,60
320,487,60
266,487,56
63,487,60
326,487,56
23,487,12
288,487,5
260,487,55
54,487,32
224,487,60
7,487,60
495,487,60
213,487,60
109,487,5
414,487,60
140,487,10
218,487,4
319,487,56
271,487,32
402,487,57
124,487,60
387,487,54
396,487,32
299,487,35
543,487,4
35,487,60
203,487,60
403,487,60
232,487,4
69,487,60
155,487,60
331,487,56
282,487,60
477,487,60
115,487,60
141,487,56
164,487,60
481,487,60
4,487,60
94,487,56
404,487,56
125,487,4
169,487,23
179,487,4
283,487,56
88,487,60
471,487,35
408,487,60
328,487,60
374,487,32
74,487,4
371,487,60
544,487,56
144,487,56
435,487,60
227,487,35
272,487,56
237,487,54
317,487,56
552,487,60
242,487,56
96,487,56
335,487,60
546,487,4
482,487,55
261,487,60
268,487,60
285,487,60
385,487,60
431,487,60
263,487,10
71,487,60
139,487,35
395,487,56
442,487,10
107,487,60
197,487,60
14,487,60
222,487,60
55,487,60
15,487,60
401,487,35
352,487,56
253,365,40
135,365,4
177,365,60
483,365,60
241,365,4
314,365,4
492,365,4
79,365,4
337,365,4
178,365,32
343,365,60
159,365,40
377,365,60
258,365,4
52,365,40
512,365,60
274,365,60
306,365,4
421,365,60
447,365,4
406,365,4
460,365,4
312,365,60
425,365,4
223,365,40
32,365,4
498,365,40
565,365,4
428,365,4
493,365,60
426,365,60
81,365,4
340,365,4
73,365,4
28,365,4
206,365,4
450,365,4
489,365,60
472,365,4
62,365,60
464,365,4
417,365,4
186,365,60
173,365,4
494,365,60
320,365,60
394,365,4
430,365,4
63,365,60
288,365,40
54,365,32
351,365,4
224,365,60
7,365,60
495,365,60
85,365,4
213,365,60
109,365,40
414,365,10
140,365,10
439,365,4
218,365,4
316,365,4
99,365,4
271,365,32
402,365,4
148,365,4
553,365,4
124,365,4
387,365,54
112,365,4
396,365,32
299,365,4
543,365,4
35,365,4
203,365,60
403,365,60
232,365,4
69,365,60
155,365,60
245,365,4
282,365,60
477,365,60
115,365,60
164,365,60
481,365,60
4,365,60
125,365,4
409,365,4
179,365,8
411,365,4
507,365,4
540,365,4
88,365,60
471,365,4
408,365,60
328,365,60
374,365,32
74,365,4
371,365,60
544,365,4
37,365,4
100,365,4
435,365,60
227,365,4
272,365,60
196,365,4
237,365,54
239,365,4
552,365,60
242,365,4
335,365,60
546,365,4
261,365,60
334,365,4
268,365,60
285,365,60
385,365,60
558,365,4
431,365,60
355,365,4
263,365,10
254,365,4
71,365,60
139,365,4
376,365,4
167,365,4
107,365,60
197,365,60
14,365,60
222,365,60
55,365,60
15,365,60
401,365,4
352,365,4
219,253,5
469,253,5
177,253,5
259,253,5
322,253,4
449,253,5
72,253,0
321,253,5
291,253,23
386,253,5
67,253,5
343,253,5
292,253,55
159,253,5
377,253,5
174,253,10
52,253,5
244,253,56
287,253,56
17,253,26
512,253,5
432,253,56
274,253,5
270,253,5
281,253,10
498,253,5
84,253,56
565,253,23
493,253,5
25,253,56
511,253,10
31,253,55
393,253,26
201,253,5
215,253,5
489,253,5
233,253,10
295,253,5
62,253,5
301,253,5
437,253,56
240,253,5
445,253,5
138,253,56
399,253,56
123,253,56
284,253,5
160,253,5
381,253,5
266,253,56
